user_id,anchor,anchor_label,anchor_group,anchor_description,cosine_similarity,cosine_distance,n_anchor_terms,n_posts,label_majority,targets,channel_id,channel_title,group_label,corpus,source_kind,n_videos,similarity_zscore_within_anchor,distance_zscore_within_anchor
afghanistan_influencers::UCaYw_yJ_YLPEv6zR2c7hgHA,war,War,theme,General war framing.,0.3390550911426544,0.6609449088573456,1,3658,influencer,,UCaYw_yJ_YLPEv6zR2c7hgHA,The Officer Tatum,afghanistan_influencers,afghanistan,influencer,1,-0.656625368716054,0.656625368716054
afghanistan_influencers::UCeJGFZww0__Ln7OFfeYRs4w,war,War,theme,General war framing.,0.33883002400398254,0.6611699759960175,1,700,influencer,,UCeJGFZww0__Ln7OFfeYRs4w,Compound Media,afghanistan_influencers,afghanistan,influencer,1,-0.9384156318311084,0.9384156318311084
afghanistan_influencers::UClFSU9_bUb4Rc6OYfTt5SPw,war,War,theme,General war framing.,0.33881595730781555,0.6611840426921844,1,15611,influencer,,UClFSU9_bUb4Rc6OYfTt5SPw,Philip DeFranco,afghanistan_influencers,afghanistan,influencer,3,-0.9560275232757993,0.9560275232757993
afghanistan_influencers::UCnQC_G5Xsjhp9fEJKuIcrSw,war,War,theme,General war framing.,0.33869877457618713,0.6613012254238129,1,71485,influencer,,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,afghanistan_influencers,afghanistan,influencer,22,-1.102743534209114,1.102743534209114
afghanistan_influencers::UCtoaZpBnrd0lhycxYJ4MNOQ,war,War,theme,General war framing.,0.3398928642272949,0.6601071357727051,1,3638,influencer,,UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,afghanistan_influencers,afghanistan,influencer,3,0.3922896321350176,-0.3922896321350176
afghanistan_influencers::UCvixJtaXuNdMPUGdOPcY8Ag,war,War,theme,General war framing.,0.3395346999168396,0.6604653000831604,1,8075,influencer,,UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,afghanistan_influencers,afghanistan,influencer,16,-0.0561419597766248,0.0561419597766248
afghanistan_influencers::UCx_2Vso6Qz76n-w5KV8DZcA,war,War,theme,General war framing.,0.3406728208065033,0.6593271791934967,1,191,influencer,,UCx_2Vso6Qz76n-w5KV8DZcA,Allie Beth Stuckey,afghanistan_influencers,afghanistan,influencer,2,1.3688167740820631,-1.3688167740820631
afghanistan_news::UC3ScyryU9Oy9Wse3a8OAmYQ,war,War,theme,General war framing.,0.340658038854599,0.659341961145401,1,492,news,,UC3ScyryU9Oy9Wse3a8OAmYQ,FRONTLINE PBS | Official,afghanistan_news,afghanistan,news,1,1.3503093627334048,-1.3503093627334048
afghanistan_news::UC9k-yiEpRHMNVOnOi_aQK8w,war,War,theme,General war framing.,0.33926481008529663,0.6607351899147034,1,6184,news,,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,afghanistan_news,afghanistan,news,4,-0.3940514702069654,0.3940514702069654
afghanistan_news::UCJg9wBPyKMNA5sRDnvzmkdg,war,War,theme,General war framing.,0.33907490968704224,0.6609250903129578,1,4507,news,,UCJg9wBPyKMNA5sRDnvzmkdg,LiveNOW from FOX,afghanistan_news,afghanistan,news,18,-0.6318120047102925,0.6318120047102925
